Campaign_Name,Id,Status,Date,Month,Amount,Payout,Currency,Sub_Id,Inventory,Partner,Email_Id
Flipkart [CPS] IN,1092118208,pending,2024-10-24,V-Oct'24,144,3.39,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092118183,pending,2024-10-24,V-Oct'24,144,3.39,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092118159,pending,2024-10-24,V-Oct'24,143,3.38,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092118131,pending,2024-10-24,V-Oct'24,143,3.38,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092118103,pending,2024-10-24,V-Oct'24,143,3.38,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092117921,pending,2024-10-24,V-Oct'24,249,5.95,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092117841,pending,2024-10-24,V-Oct'24,399,6.82,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092117451,pending,2024-10-24,V-Oct'24,999,25.57,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092111320,pending,2024-10-24,V-Oct'24,635,25.46,INR,telegram_m_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092107100,pending,2024-10-24,V-Oct'24,3499,89.57,INR,atrf,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092106476,pending,2024-10-24,V-Oct'24,11999,0,INR,atrf,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092102755,pending,2024-10-24,V-Oct'24,238,5.95,INR,atrf,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092102516,pending,2024-10-24,V-Oct'24,4920,25.58,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092100020,pending,2024-10-24,V-Oct'24,287,5.1,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092030835,pending,2024-10-24,V-Oct'24,253,6.8,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092030827,pending,2024-10-24,V-Oct'24,252,6.8,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092030638,pending,2024-10-24,V-Oct'24,253,6.8,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092030619,pending,2024-10-24,V-Oct'24,253,6.8,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092030602,pending,2024-10-24,V-Oct'24,253,6.8,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092030585,pending,2024-10-24,V-Oct'24,253,6.8,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092030566,pending,2024-10-24,V-Oct'24,253,6.8,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092030549,pending,2024-10-24,V-Oct'24,253,6.8,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092030534,pending,2024-10-24,V-Oct'24,253,6.8,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092030515,pending,2024-10-24,V-Oct'24,253,6.8,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092024480,pending,2024-10-23,V-Oct'24,183,0,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092024452,pending,2024-10-23,V-Oct'24,500,12.7,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
ZipRecruiter US,1092023737,pending,2024-10-23,V-Oct'24,0,0,INR,pt,fsBlog,Admitad,agoyal@flipshope.com
Udemy WW,1092972197,pending,2024-10-23,V-Oct'24,6.53,43.7424,INR,,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092016841,pending,2024-10-23,V-Oct'24,0,0,INR,atrf,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092016821,pending,2024-10-23,V-Oct'24,12749,84.14,INR,atrf,fsBlog,Admitad,agoyal@flipshope.com
ZipRecruiter US,1091985313,pending,2024-10-23,V-Oct'24,0,0,INR,pt,fsBlog,Admitad,agoyal@flipshope.com
Pepperfry Web [CPS] IN,1091981196,pending,2024-10-23,V-Oct'24,99,4.16,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Udemy WW,1092972368,pending,2024-10-23,V-Oct'24,13.99,94.2144,INR,,fsBlog,Admitad,agoyal@flipshope.com
Puma [CPS] IN,1091930070,pending,2024-10-23,V-Oct'24,6829.18,580.49,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Pepperfry Web [CPS] IN,1091927055,pending,2024-10-23,V-Oct'24,297,12.48,INR,telegram_m_undefined,fsBlog,Admitad,agoyal@flipshope.com
Daily Objects [CPS] IN & US,1091906569,pending,2024-10-23,V-Oct'24,849.15,210,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Nykaa Beauty [CPS] IN,1091903431,pending,2024-10-23,V-Oct'24,3574,250.18,INR,web_productpage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Udemy WW,1092972332,pending,2024-10-23,V-Oct'24,7.72,52.1544,INR,,fsBlog,Admitad,agoyal@flipshope.com
Pepperfry Web [CPS] IN,1091866658,pending,2024-10-23,V-Oct'24,198,8.32,INR,telegram_m_undefined,fsBlog,Admitad,agoyal@flipshope.com
ZipRecruiter US,1091853318,pending,2024-10-23,V-Oct'24,0,0,INR,tabm,fsBlog,Admitad,agoyal@flipshope.com
ZipRecruiter US,1091775018,pending,2024-10-23,V-Oct'24,0,0,INR,tab_ch,fsBlog,Admitad,agoyal@flipshope.com
ZipRecruiter US,1091775017,pending,2024-10-23,V-Oct'24,0,0,INR,tab_ch,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092007897,pending,2024-10-23,V-Oct'24,3505,25.23,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092007678,pending,2024-10-23,V-Oct'24,9999,0,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1092006709,pending,2024-10-23,V-Oct'24,5399,127.41,INR,atrf,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091998771,pending,2024-10-23,V-Oct'24,529,25.49,INR,telegram_m_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091998712,pending,2024-10-23,V-Oct'24,493,25.48,INR,telegram_m_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091997044,pending,2024-10-23,V-Oct'24,264,4.25,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091987948,pending,2024-10-23,V-Oct'24,607,10.19,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091987548,pending,2024-10-23,V-Oct'24,2779,70.58,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091986625,pending,2024-10-23,V-Oct'24,499,12.77,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091986593,pending,2024-10-23,V-Oct'24,297,7.66,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091986284,pending,2024-10-23,V-Oct'24,304,7.66,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091986132,pending,2024-10-23,V-Oct'24,299,5.11,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091978486,pending,2024-10-23,V-Oct'24,188,5.09,INR,telegram_m_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091978375,pending,2024-10-23,V-Oct'24,239,5.97,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091978233,pending,2024-10-23,V-Oct'24,288,7.63,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091976554,pending,2024-10-23,V-Oct'24,2399,0,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091968365,pending,2024-10-23,V-Oct'24,398,6.8,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091967768,pending,2024-10-23,V-Oct'24,530,13.62,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091952743,pending,2024-10-23,V-Oct'24,284,7.63,INR,atrf,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091952006,pending,2024-10-23,V-Oct'24,859,14.43,INR,atrf,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091951979,pending,2024-10-23,V-Oct'24,949,16.22,INR,atrf,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091942174,pending,2024-10-23,V-Oct'24,1299,33.25,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091942151,pending,2024-10-23,V-Oct'24,190,3.4,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091941756,pending,2024-10-23,V-Oct'24,413,25.52,INR,email_pricedrop_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091941717,pending,2024-10-23,V-Oct'24,29,0,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091941689,pending,2024-10-23,V-Oct'24,999,25.57,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091941578,pending,2024-10-23,V-Oct'24,465,11.9,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091941499,pending,2024-10-23,V-Oct'24,174,4.26,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091941473,pending,2024-10-23,V-Oct'24,174,4.26,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091941428,pending,2024-10-23,V-Oct'24,221,5.94,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091941261,pending,2024-10-23,V-Oct'24,399,6.82,INR,web_homepage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091941171,pending,2024-10-23,V-Oct'24,399,10.21,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091932866,pending,2024-10-23,V-Oct'24,210,5.08,INR,atrf,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091932428,pending,2024-10-23,V-Oct'24,444,11.01,INR,aab,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091932401,pending,2024-10-23,V-Oct'24,3033,77.64,INR,aab,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091932378,pending,2024-10-23,V-Oct'24,898,22.98,INR,aab,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091932354,pending,2024-10-23,V-Oct'24,180,4.24,INR,aab,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091932330,pending,2024-10-23,V-Oct'24,179,4.24,INR,aab,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091932103,pending,2024-10-23,V-Oct'24,673,25.57,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091931871,pending,2024-10-23,V-Oct'24,5499,0,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091931351,pending,2024-10-23,V-Oct'24,167,4.24,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091924179,pending,2024-10-23,V-Oct'24,999,17.08,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091923920,pending,2024-10-23,V-Oct'24,210,5.08,INR,atrf,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091922953,pending,2024-10-23,V-Oct'24,1599,40.93,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091922864,pending,2024-10-23,V-Oct'24,1959,50.15,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091922650,pending,2024-10-23,V-Oct'24,185,5.1,INR,atrf,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091909333,pending,2024-10-23,V-Oct'24,269,6.8,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091908954,pending,2024-10-23,V-Oct'24,183,0,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091900799,pending,2024-10-23,V-Oct'24,238,5.95,INR,telegram_m_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091900584,pending,2024-10-23,V-Oct'24,279,5.1,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091900400,pending,2024-10-23,V-Oct'24,85,0,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091900386,pending,2024-10-23,V-Oct'24,967,16.14,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091888845,pending,2024-10-23,V-Oct'24,949,16.22,INR,web_productpage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091880093,pending,2024-10-23,V-Oct'24,339,5.96,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091878568,pending,2024-10-23,V-Oct'24,5329,91.12,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091878463,pending,2024-10-23,V-Oct'24,654,11.05,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091862240,pending,2024-10-23,V-Oct'24,219,3.39,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091855006,pending,2024-10-23,V-Oct'24,296,5.09,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091854337,pending,2024-10-23,V-Oct'24,418,11.03,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091854329,pending,2024-10-23,V-Oct'24,3949,67.52,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091854219,pending,2024-10-23,V-Oct'24,721,11.89,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091853971,pending,2024-10-23,V-Oct'24,184,5.11,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091853870,pending,2024-10-23,V-Oct'24,237,5.94,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091782530,pending,2024-10-23,V-Oct'24,879,15.29,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091778600,pending,2024-10-23,V-Oct'24,914,25.5,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091770362,pending,2024-10-23,V-Oct'24,296,7.63,INR,telegram_m_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091770068,pending,2024-10-23,V-Oct'24,10934,127.92,INR,email_pricedrop_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091764264,pending,2024-10-22,V-Oct'24,494,12.74,INR,telegram_m_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091757444,pending,2024-10-22,V-Oct'24,479,11.87,INR,telegram_m_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091757418,pending,2024-10-22,V-Oct'24,479,11.87,INR,telegram_m_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091757408,pending,2024-10-22,V-Oct'24,479,11.87,INR,telegram_m_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091757400,pending,2024-10-22,V-Oct'24,479,11.87,INR,telegram_m_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091757378,pending,2024-10-22,V-Oct'24,213,3.4,INR,aab,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091757365,pending,2024-10-22,V-Oct'24,863,22.09,INR,aab,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091757360,pending,2024-10-22,V-Oct'24,1318,22.14,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091756897,pending,2024-10-22,V-Oct'24,273,6.82,INR,telegram_m_undefined,fsBlog,Admitad,agoyal@flipshope.com
Udemy WW,1092731610,pending,2024-10-22,V-Oct'24,5.55,37.0128,INR,,fsBlog,Admitad,agoyal@flipshope.com
Udemy WW,1092731597,pending,2024-10-22,V-Oct'24,5.55,37.0128,INR,,fsBlog,Admitad,agoyal@flipshope.com
Udemy WW,1092731506,pending,2024-10-22,V-Oct'24,5.55,37.0128,INR,,fsBlog,Admitad,agoyal@flipshope.com
Udemy WW,1092731418,pending,2024-10-22,V-Oct'24,5.55,37.0128,INR,,fsBlog,Admitad,agoyal@flipshope.com
Udemy WW,1092731389,pending,2024-10-22,V-Oct'24,5.55,37.0128,INR,,fsBlog,Admitad,agoyal@flipshope.com
Udemy WW,1092731351,pending,2024-10-22,V-Oct'24,5.55,37.0128,INR,,fsBlog,Admitad,agoyal@flipshope.com
Udemy WW,1092731672,pending,2024-10-22,V-Oct'24,6.56,43.7424,INR,,fsBlog,Admitad,agoyal@flipshope.com
Udemy WW,1092731514,pending,2024-10-22,V-Oct'24,5.55,37.0128,INR,,fsBlog,Admitad,agoyal@flipshope.com
Udemy WW,1092731491,pending,2024-10-22,V-Oct'24,5.55,37.0128,INR,,fsBlog,Admitad,agoyal@flipshope.com
Udemy WW,1092731356,pending,2024-10-22,V-Oct'24,5.55,37.0128,INR,,fsBlog,Admitad,agoyal@flipshope.com
Fernsnpetals [CPS] IN,1091539492,pending,2024-10-22,V-Oct'24,780,54.6,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Pepperfry Web [CPS] IN,1091533532,pending,2024-10-22,V-Oct'24,49,2.06,INR,,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091756247,pending,2024-10-22,V-Oct'24,394,10.2,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091747299,pending,2024-10-22,V-Oct'24,304,7.66,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091747050,pending,2024-10-22,V-Oct'24,1599,40.93,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091746748,pending,2024-10-22,V-Oct'24,999,25.57,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091746527,pending,2024-10-22,V-Oct'24,1871,47.52,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091738401,pending,2024-10-22,V-Oct'24,1399,35.81,INR,telegram_m_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091738008,pending,2024-10-22,V-Oct'24,265,6.81,INR,aab,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091737986,pending,2024-10-22,V-Oct'24,14858,0,INR,aab,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091737956,pending,2024-10-22,V-Oct'24,125,3.38,INR,aab,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091728599,pending,2024-10-22,V-Oct'24,1399,35.81,INR,telegram_m_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091728463,pending,2024-10-22,V-Oct'24,57,1.69,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091728439,pending,2024-10-22,V-Oct'24,57,1.69,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091728338,pending,2024-10-22,V-Oct'24,26,0.85,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091728314,pending,2024-10-22,V-Oct'24,26,0.85,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091728283,pending,2024-10-22,V-Oct'24,130,3.4,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091728257,pending,2024-10-22,V-Oct'24,374,9.35,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091728231,pending,2024-10-22,V-Oct'24,43,0.84,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091728207,pending,2024-10-22,V-Oct'24,43,0.84,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091728179,pending,2024-10-22,V-Oct'24,151,4.24,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091728154,pending,2024-10-22,V-Oct'24,368,9.34,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091728124,pending,2024-10-22,V-Oct'24,139,3.4,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091728099,pending,2024-10-22,V-Oct'24,139,3.4,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091728072,pending,2024-10-22,V-Oct'24,139,3.4,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091728042,pending,2024-10-22,V-Oct'24,139,3.4,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091728016,pending,2024-10-22,V-Oct'24,139,3.4,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091727990,pending,2024-10-22,V-Oct'24,126,3.4,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091727963,pending,2024-10-22,V-Oct'24,125,3.38,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091727829,pending,2024-10-22,V-Oct'24,18499,473.57,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091708308,pending,2024-10-22,V-Oct'24,182,4.25,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091707430,pending,2024-10-22,V-Oct'24,14015,355.98,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091706072,pending,2024-10-22,V-Oct'24,662,17.01,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091697121,pending,2024-10-22,V-Oct'24,1194,30.68,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091696963,pending,2024-10-22,V-Oct'24,17499,0,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091696082,pending,2024-10-22,V-Oct'24,389,6.76,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091695651,pending,2024-10-22,V-Oct'24,361,25.48,INR,telegram_m_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091686058,pending,2024-10-22,V-Oct'24,479,8.52,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091686046,pending,2024-10-22,V-Oct'24,214,3.4,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091685240,pending,2024-10-22,V-Oct'24,599,15.33,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091684642,pending,2024-10-22,V-Oct'24,1599,40.93,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091677723,pending,2024-10-22,V-Oct'24,143,3.38,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091677437,pending,2024-10-22,V-Oct'24,789,20.35,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091668608,pending,2024-10-22,V-Oct'24,599,10.24,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091668383,pending,2024-10-22,V-Oct'24,2499,63.97,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091667770,pending,2024-10-22,V-Oct'24,95,2.55,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091667749,pending,2024-10-22,V-Oct'24,1499,38.37,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091667606,pending,2024-10-22,V-Oct'24,1259,21.15,INR,telegram_m_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091656087,pending,2024-10-22,V-Oct'24,375,9.37,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091655406,pending,2024-10-22,V-Oct'24,217,5.94,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091655108,pending,2024-10-22,V-Oct'24,987,25.46,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091654907,pending,2024-10-22,V-Oct'24,398,10.22,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091633844,pending,2024-10-22,V-Oct'24,219,5.93,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091633061,pending,2024-10-22,V-Oct'24,319,5.1,INR,telegram_m_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091633034,pending,2024-10-22,V-Oct'24,99,1.7,INR,telegram_m_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091632455,pending,2024-10-22,V-Oct'24,1599,25.58,INR,app_productPage_not_login,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091623239,pending,2024-10-22,V-Oct'24,178,4.25,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091623212,pending,2024-10-22,V-Oct'24,284,7.63,INR,store_page,fsBlog,Admitad,agoyal@flipshope.com
Flipkart [CPS] IN,1091622732,pending,2024-10-22,V-Oct'24,449,7.67,INR,app_searchPage_undefined,fsBlog,Admitad,agoyal@flipshope.com
